Duration (in seconds),ResponseId,UserLanguage,Age,Gender,Education,Country-Birth,Race,Race_4_TEXT,Country-Residence,Native English,Other languages,Other languages 2
46807,R_ez0Qlw0ibeRG5yx,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
470,R_1pFgN5BVtUskITI,EN,20,Male,GCE 'A' Levels,Singapore,Chinese,,Malaysia,Yes,"Chinese,Malay",
630,R_1mngdvQFqiK1ZqS,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
354,R_2Em0e9fRcfmJ1K3,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
3825,R_2VJi6E9XM7jDnLa,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
1046,R_UaqcMz4PTycXWaR,EN,19,Female,GCE 'A' Levels,Singapore,Other,Filipino,Singapore,Yes,"Chinese,Other",Tagalog
953,R_2VIyC61PrgjXI4N,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
626,R_1rCAiY4Kbrsg7TN,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
907,R_p6OYmDWkEuQ1ze9,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
702,R_2qpHs8dNUOZTbkd,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
3703,R_2CjhBe9J03f7vSG,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Spanish",
1513,R_3NP6DDp8HOI3Wi5,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
428,R_0GGHOPOEo6piGiJ,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1297,R_1DSwCtDLyvjmNPC,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
775,R_3HjZTr5NqRFbK9R,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1065,R_WrQe8lmgUQthBNT,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
406,R_2CQc0tUbUiVR20E,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
12420,R_1NEAZxzex0LSSqM,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,No,Chinese,
642,R_1pzpB7cz87m8TMA,EN,22,Male,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Hindi,
1080,R_bxBMLUihcdB1oZz,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Other",Cantonese
3068,R_1GCtROVBfRxLWAc,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
391,R_2dJQlP02BUHj2ST,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
573,R_TuOWpykq6CBdaQ9,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
601,R_41NNdCJctMSfPDb,EN,28,Male,PhD,Singapore,Chinese,,Singapore,Yes,Chinese,
64240,R_56e0p3StNvLoGQx,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
528,R_2QMtCAl7gVttNKV,EN,22,Female,Polytechnic Diploma,Singapore,Malay,,Singapore,Yes,Malay,
402,R_1lmfQWY7kc3Skwi,EN,22,Female,Polytechnic Diploma,Singapore,Malay,,Singapore,Yes,Malay,
32104,R_1GylZrqjMmxf1WO,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Bahasa Indonesia,Other",Hokkien
601,R_3LdvNKyg2Igdbnz,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
1900,R_vvGrrEC3sJ4xQat,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
748,R_1f2Z0hJBSxhZhSx,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1782,R_2QR1Wdn0IZ7KfI4,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
675,R_2417vUKh1Dkr4QC,EN,23,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1403,R_3lreyZW314Jgngx,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1591,R_2Xjl6WZ3Y6vI7LD,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
530,R_bPF80Rmiszcn4Qx,EN,27,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
594,R_1rxhwGaUpUhpIXV,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Spanish",
1450,R_1LOuyHBhDb8z5Mi,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
851,R_5akH4fcf5uiGKJ3,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
465,R_3kFVwqQ3hJQ7RHj,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
637,R_24NS3LgPJrJg8x6,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
551,R_5pU48OYSgGsNp4t,EN,21,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay,German,Japanese",
831,R_2XdmAdUb1UmAqTi,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1091,R_3PnwPQJYVA0eXre,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
443,R_UXzlZUJFYx69g2Z,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
895,R_2EozRyku35xcAQ5,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Thai,Other",Dialect-Hokkien
1041,R_2SJLuN8x9rchYeO,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1010,R_1Fn8eHuSXxQINQh,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Korean",
826,R_rkCCBtMEyontjtn,EN,20,Female,GCE 'A' Levels,Singapore,Malay,,Singapore,Yes,Malay,
697,R_VVAcvPrdchs6OUF,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
801,R_0dB80rMgMlHxIYN,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1855,R_d6Y1elx6jFoBwwV,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1273,R_30c8xsfQau76Fsl,EN,24,Female,Bachelors Degree,Myanmar,Other,Burmese,Singapore,Yes,"French,Other",Burmese
8317,R_OdMhaRRb60tzq1j,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Spanish,Korean",
698,R_30vMNefhEfhIcEM,EN,24,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,German",
699,R_2pYVRwaqxMomXLr,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,German",
1015,R_10wt57yUBo8rPGS,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1232,R_1OYWfy15lLfpIff,EN,23,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Tamil,
1972,R_1NwYuCGlzNGNYsu,EN,20,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Hindi,
25533,R_1E4pXZlkTNf55lN,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Korean",
663,R_3eehH45AcqiRV5v,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1078,R_czH0u1kaDLcb3O1,EN,21,Female,GCE 'A' Levels,Singapore,Malay,,Singapore,Yes,"Malay,Korean",
367,R_sk8V847ewPOwWAh,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1330,R_1NwDPcQdxy2CvGU,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
925,R_domIopZ9HMKrEzf,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
528,R_VW4FbcUiwAKcHjH,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,No,Chinese,
806,R_2vYOGLkZPRX3YUb,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
658,R_3J8IT5oRvAdd8v2,EN,20,Female,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,Chinese,
558,R_2bOe0pX9ehyK2Sf,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
533,R_1fa8xTHkDJPKRy5,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1283,R_2dR5Sch2oevPW0y,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
579,R_PtfUck1x9xUKZjP,EN,24,Male,GCE 'A' Levels,Australia,Chinese,,Singapore,Yes,Chinese,
890,R_2CCIjltUazM2rr8,EN,23,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Tamil,
753,R_3QQ5GN3W2BPs47b,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
711,R_3371ZFkNsvlWiMm,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
891,R_RIFFkVun5Uo0uA1,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese,Korean",
567,R_Y54DiY1a41brGtb,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
416,R_bq0bVmFtlcUMtMt,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
506,R_SW5yTPa4Hyzvpm1,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
648,R_UtJa1y1YnfTc31T,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
812,R_1KwHfUvJJcPWVAR,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
615,R_2D5LSKxpN9KerHU,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
765,R_urASbjNvufjMqxX,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
615,R_TvH33XdmXs6gAw1,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1109,R_12SbmxVuLTp5kMg,EN,22,Male,GCE 'A' Levels,India,Indian,,Singapore,Yes,Tamil,
879,R_1jqRD8XV2ezVx57,EN,24,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
860,R_yqKpBKycUeRH7JT,EN,24,Female,Bachelors Degree,Singapore,Chinese,,Singapore,No,Chinese,
1650,R_NUNC5TWEQYDqufT,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Other",Baba Malay and some Cantonese
819,R_pKtWbU1zk7mRVSx,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Other","Hokkien, Cantonese"
1014,R_2A1268oFwzpKDRG,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1803,R_WfEtAbJQN8VyJJn,EN,23,Female,Bachelors Degree,Malaysia,Chinese,,Singapore,Yes,Chinese,
646,R_3JDXeVy01gJAIKo,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
808,R_1OSLdbmLTPC7hMy,EN,23,Female,GCE 'A' Levels,Brunei Darussalam,Chinese,,Singapore,Yes,Chinese,
600,R_1msAPCCDDAkAv4t,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1946,R_1Ivl0RUsjzhbjyY,EN,24,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1052,R_3E9ZL7EDfnBvAHO,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
653,R_6okpj6cSKOPz0pb,EN,21,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,French,Japanese",
785,R_3qJ6KAY2FAialuE,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
6418,R_1LpzcFI2IgTQxKq,EN,24,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,French",
643,R_sL5ftTVlbmS1Qw9,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Bahasa Indonesia",
704,R_21A0vXmyNGPdjgO,EN,23,Female,Bachelors Degree,United States of America,Chinese,,Singapore,Yes,"Chinese,Other",Cantonese
727,R_2rTlN5QcK100Uy5,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
340,R_d6agShGe8HDAxB7,EN,25,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
737,R_3PcwhPPMCHPQLpV,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
475,R_2PgJ9DbdRTrNNjY,EN,22,Female,Polytechnic Diploma,Malaysia,Chinese,,Singapore,Yes,Chinese,
509,R_3JaNrhfG3AE7atK,EN,22,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
894,R_b3Im3z3FJfB7X2h,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
804,R_1Fg08ijinOJA8Cu,EN,21,Female,Polytechnic Diploma,Indonesia,Chinese,,Singapore,Yes,"Chinese,Bahasa Indonesia",
474,R_3ElOPZ1DlABkrlf,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1542,R_9nQZ3Jjc9qdkKHv,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
629,R_WjnOpCM34K1Nm7v,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
640,R_1jjDQGgs1MdnjT7,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
789,R_A4ir3rSys9HbNuN,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese,Other","(very very very rudimentary almost nonexistent: Malay, some Romance languages)"
1605,R_2eOPxE5OgDKGS2H,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1101,R_2tzAf1DVbSIKsi6,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
790,R_2zOzk8kkBLT2GYd,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
494,R_1INwypPClqxNYsV,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1276,R_1E57QLRCGsZRegg,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1206,R_1rrdeAv4h9Q1WWJ,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
1113,R_3h3ckGpkWHfL5hi,EN,24,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
438,R_1OkSGNZ4kswPXEm,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
639,R_1l9wV3j5YDhoCdC,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
612,R_1Qlxr0ugQu8LWx1,EN,19,Male,GCE 'A' Levels,Tajikistan,Chinese,,Singapore,No,Chinese,
491,R_2zLJvMR654QcjGe,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
509,R_3kAGqdKl9M7LhnB,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1188,R_2aPv3NUFdAkzf1j,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1252,R_3nkgvENfaLoMPTa,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
3126,R_2aRjxrgTWGbbvCR,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
975,R_2TZeIdOLNiycCor,EN,24,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
714,R_2CDNLl7C33Lfc99,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Japanese,Korean",
461,R_1dHyQwy4g4nD4Y8,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1150,R_2xMigzZMYEtIc76,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Other",cantonese 
630,R_25A7ah4ef9atWJG,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
2082,R_3MSRq20mTOgQrBe,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
809,R_3Pi40mf0dIC8sLy,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
352,R_2CeozPIatb4yjFe,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
8319,R_1CCpl58tyclFrzI,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
436,R_3iL1FuSe7U2tknQ,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
442,R_SUku5iqZuHbnHd7,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
337,R_1QJyKYznrbioqyp,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
758,R_3khKvR0Du8laVHz,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
2437,R_2tnTvaa2WSbmCPq,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
1028,R_2u7e3FQZ4Ov1kkN,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Spanish,Japanese",
380,R_3nebQT9QVfjxJHO,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2418,R_1mxeaNNNOI6A4CL,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
2882,R_10PFyieVU6plp8D,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
642,R_yOaoLHblOWxFdnP,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
4477,R_1QzsY80Fl6DKSKe,EN,20,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
257,R_3MokFyGSMT2BXwt,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
382,R_73ASMHC2hsB0H3b,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2349,R_sCmU9SmQIFFMWaZ,EN,24,Male,GCE 'A' Levels,Indonesia,Chinese,,Singapore,Yes,"Chinese,Spanish,Bahasa Indonesia",
642,R_0urjvUTvvTQpzS9,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
817,R_1rdWKrK1zUupSVR,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1261,R_DzWwD66uG1VexqN,EN,20,Female,GCE 'A' Levels,Australia,Other,Eurasian,Singapore,Yes,"Chinese,French",
630,R_1gLPdpAHqs8vAjq,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
610,R_2qgTrw7TV6efo7J,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2023,R_Ubx07xtk8LHb28h,EN,22,Male,GCE 'N'/'O' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
483,R_4OT4RboeF29Wsq5,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1213,R_9yHbMvQIeEqlyLv,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2585,R_d0zwt9aRTkyCFBT,EN,25,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
646,R_2PuINfT3RNaAz6I,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
427,R_1E6tQ2DIYhzNbdU,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
466,R_1NrWm0zCupFMbhu,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
681,R_3HAeVDoPoU7FdHm,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
519,R_29hsClkCLv4JVbm,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
718,R_UinvWZJtn1qd1K1,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
609,R_3sc9hp2qKRx9vVN,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1090,R_0HBv3iNa9M2EsRr,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1242,R_3sdlrcj9LZ8zH6I,EN,24,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
750,R_Z4DXSP4H5QEWgX7,EN,25,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
623,R_10pHaHA1dnp9eqb,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
3361,R_3OfzuCuDm9qFPj9,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Bahasa Indonesia",
894,R_d5nwQgE72O1EtuV,EN,21,Male,GCE 'A' Levels,Singapore,Other,Ceylonese,Singapore,Yes,,
9294,R_3R6CHV1dwWgzE77,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
4698,R_3CBji3MosjCtfZx,EN,23,Female,GCE 'A' Levels,Philippines,Other,Filipino,Singapore,Yes,,
718,R_2ck1up8bvdWgwbw,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2097,R_22RnraB9HAZ4t78,EN,18,Female,GCE 'A' Levels,Singapore,Other,Eurasian,Singapore,Yes,Chinese,
462,R_3MPxuomnsujwCLV,EN,19,Female,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,Chinese,
525,R_2TBLnsi8WcSgk8A,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1828,R_1r6bYWTgmsKUSOn,EN,22,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Tamil,
560,R_2EtlUDEM8S9ZWQd,EN,20,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Tamil,
478,R_30bN4fS5FsMYGGw,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
290,R_1N4zIy08PulAh9l,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
16092,R_3HSvicTQWrvqhfd,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
349,R_2YED8cs42YoYKOX,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
696,R_1ml5PbluqPhsUuP,EN,20,Female,GCE 'A' Levels,India,Indian,,Singapore,Yes,"Tamil,Hindi",
915,R_3LgPreQG0d8bQ2K,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
820,R_1i4erCYOhQvSzay,EN,20,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
909,R_1LTGUIeX41YDypg,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
1205,R_2wpfyo4w7oXYQqR,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
792,R_3oGz2hdWbdmGgSP,EN,21,Female,GCE 'A' Levels,Singapore,Malay,,Singapore,Yes,Malay,
724,R_ZeIZTgoBSN1d7fX,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
538,R_1k1YLLO7T0KzHmY,EN,24,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
625,R_AutSpOGvVUNjwIx,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,German",
718,R_TknCagvF8Jq4P9D,EN,27,Female,Polytechnic Diploma,Singapore,Malay,,Singapore,Yes,"Malay,Arabic,Bahasa Indonesia",
693,R_3es1804H35EDWiV,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1101,R_2TphrSk2hA9TZbT,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
361,R_1hMC5bPtRws2AGE,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1109,R_2zHoftOZLJWk5Nt,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
599,R_3MfmVtRB0Xe3ekq,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2273,R_3rIe44U9M65rkY2,EN,24,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
524,R_2n5vgToZKfzIyNH,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Spanish",
471,R_3G2geQK9E9BDP9R,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
430,R_2QLmx8EDA2fLzPy,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
643,R_UEnMh73z12Q8J9v,EN,25,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay",
832,R_1o854jWESjLfe8o,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
771,R_2fepO70lXbcGCa8,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
